userid,name,editcount,registration,groups,emailable,gender,invalid,blockid,blockedby,blockedbyid,blockreason,blockedtimestamp,blockexpiry,blocknocreate,blockowntalk,blockedtimestampformatted,blockemail,blockpartial
,93.80.124.54,,,,,,,,,,,,,,,,,
,185.11.132.11,,,,,,,,,,,,,,,,,
,81.171.98.15,,,,,,,,,,,,,,,,,
,24.132.189.123,,,,,,,,,,,,,,,,,
,178.196.138.68,,,,,,,,,,,,,,,,,
,178.92.146.174,,,,,,,,,,,,,,,,,
13005385.0,Dekema,7595.0,2010-09-02T12:05:47Z,"['extendedconfirmed', 'reviewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
3126992.0,Geneioforos,675.0,2006-12-29T16:31:44Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
22443189.0,Rossbwilliam,8.0,2014-09-05T20:45:33Z,"['*', 'user', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,128.69.21.88,,,,,,,,,,,,,,,,,
,91.202.72.98,,,,,,,,,,,,,,,,,
,2.226.227.82,,,,,,,,,,,,,,,,,
,96.255.55.159,,,,,,,,,,,,,,,,,
,70.66.19.223,,,,,,,,,,,,,,,,,
16043543.0,Tutelary,17200.0,2012-01-07T07:19:04Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,female,,,,,,,,,,,,
,12.235.74.130,,,,,,,,,,,,,,,,,
,216.177.129.194,,,,,,,,,,,,,,,,,
,149.62.21.189,,,,,,,,,,,,,,,,,
59384.0,Lesgles,4815.0,2004-04-12T06:05:01Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,190.53.77.215,,,,,,,,,,,,,,,,,
7276012.0,Anlztrk,10416.0,2008-06-09T13:46:42Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
20210765.0,Aleksander Kaasik,212.0,2013-11-23T18:19:15Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,65.94.50.4,,,,,,,,,,,,,,,,,
16849003.0,LightandDark2000,62781.0,2012-05-20T00:24:03Z,"['extendedconfirmed', 'reviewer', 'rollbacker', 'temporary-account-viewer', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,217.117.125.87,,,,,,,,,,,,,,,,,
16888350.0,Holger1959,1556.0,2012-05-26T21:14:39Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,105.228.16.191,,,,,,,,,,,,,,,,,
,146.50.214.240,,,,,,,,,,,,,,,,,
,217.118.81.19,,,,,,,,,,,,,,,,,
,109.153.20.183,,,,,,,,,,,,,,,,,
,217.118.81.24,,,,,,,,,,,,,,,,,
43579.0,Tom Radulovich,99890.0,2004-02-10T21:08:56Z,"['autoreviewer', 'extendedconfirmed', 'extendedmover', 'reviewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
20385894.0,Perfect Orange Sphere,606.0,2013-12-18T05:21:52Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,7485277.0,Bbb23,7583140.0,{{checkuserblock-account}}: Abusing [[WP:SOCK|multiple accounts]]: Please see: [[Wikipedia:Sockpuppet investigations/Perfect Orange Sphere]],2017-05-17T15:41:31Z,infinite,,,"15:41, 17 May 2017",,
,24.7.113.79,,,,,,,,,,,,,,,,,
17534446.0,Tohaomg,1210.0,2012-09-18T17:59:35Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
17879155.0,Seqqis,5431.0,2012-11-13T03:39:25Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
832814.0,Pfold,7832.0,2006-01-24T15:37:58Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
15366045.0,The Almightey Drill,64516.0,2011-09-19T19:33:39Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,6811044.0,Bbb23,7583140.0,{{checkuserblock-account}},2016-07-30T17:57:43Z,infinite,,,"17:57, 30 July 2016",,
,85.90.120.180,,,,,,,,,,,,,,,,,
,217.118.81.17,,,,,,,,,,,,,,,,,
21857263.0,KH-1,103311.0,2014-07-18T06:43:55Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
24222852.0,Rdubugnon,8.0,2015-02-23T22:27:34Z,"['*', 'user', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
10744614.0,Santwyne,1823.0,2009-10-10T07:18:50Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
14435883.0,Vmelkon,270.0,2011-04-21T19:16:25Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,77.251.48.165,,,,,,,,,,,,,,,,,
220924.0,MarnetteD,333261.0,2005-03-26T03:38:26Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
1902923.0,Tachypaidia,1034.0,2006-07-31T19:25:55Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
14721381.0,Ceradon,10284.0,2011-06-07T00:54:15Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
24300242.0,Viet-hoian1,641.0,2015-03-03T00:13:42Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,6291603.0,Future Perfect at Sunrise,1224855.0,[[WP:Blocking policy#Evasion of blocks|Block evasion]]: [[Wikipedia:Sockpuppet investigations/Mondolkiri1]],2015-08-21T14:37:55Z,infinite,,,"14:37, 21 August 2015",,
28021355.0,Night Lantern,22034.0,2016-04-06T15:06:01Z,"['extendedconfirmed', 'reviewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
1994682.0,KConWiki,193942.0,2006-08-13T13:24:04Z,"['autoreviewer', 'extendedconfirmed', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
2659217.0,RenniePet,5069.0,2006-11-04T16:20:06Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
237572.0,GünniX,343875.0,2005-04-14T07:21:16Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
754619.0,BrownHairedGirl,2942733.0,2006-01-05T02:29:51Z,"['autoreviewer', 'extendedconfirmed', 'filemover', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,female,,21120724.0,L235,11656865.0,[[WP:Arbitration Committee/Procedures#Enforcement|Arbitration enforcement]]: banned by the Arbitration Committee: [[Wikipedia:Arbitration/Requests/Case/SmallCat dispute]],2023-08-26T02:12:09Z,infinite,,,"02:12, 26 August 2023",,
,76.113.52.10,,,,,,,,,,,,,,,,,
,86.166.167.13,,,,,,,,,,,,,,,,,
,178.219.32.44,,,,,,,,,,,,,,,,,
5360129.0,Delta1989,1179.0,2007-09-18T20:43:23Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,95.73.182.33,,,,,,,,,,,,,,,,,
18991562.0,Le Grand Bleu,1046.0,2013-05-10T20:12:04Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,6896493.0,Moriori,26606.0,Clearly [[WP:NOTHERE|not here to contribute to the encyclopedia]]. https://en.wikipedia.org/w/index.php?title=User_talk%3ALe_Grand_Bleu&type=revision&diff=741097463&oldid=741096856,2016-09-23T23:35:47Z,infinite,,,"23:35, 23 September 2016",,
14089475.0,Cowik,708.0,2011-02-27T20:26:08Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
449239.0,Incnis Mrsi,11646.0,2005-09-22T20:23:08Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,9309957.0,Rschen7754,210954.0,also see https://en.wikipedia.org/w/index.php?title=Wikipedia:Administrators%27_noticeboard&oldid=923293669#Is_this_uncivil?_It_certainly_is_incendiary.,2019-10-27T21:30:41Z,infinite,,,"21:30, 27 October 2019",,
6177556.0,Mrathi,74.0,2008-01-12T12:55:00Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
4830385.0,Myrvin,6472.0,2007-07-10T12:54:33Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
19680379.0,Juhuyuta,1856.0,2013-09-07T15:15:50Z,"['*', 'user', 'autoconfirmed']",,female,,5130078.0,Callanecc,10440891.0,Abusing [[WP:SOCK|multiple accounts]]: Please see: [[Wikipedia:Sockpuppet investigations/SMGeorge34]],2014-06-23T07:14:26Z,infinite,,,"07:14, 23 June 2014",,
,78.60.192.51,,,,,,,,,,,,,,,,,
20106661.0,Andrew J.Kurbiko,18304.0,2013-11-09T13:10:20Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,24.64.64.244,,,,,,,,,,,,,,,,,
,193.227.250.246,,,,,,,,,,,,,,,,,
,157.150.192.237,,,,,,,,,,,,,,,,,
,195.221.111.44,,,,,,,,,,,,,,,,,
,87.240.238.208,,,,,,,,,,,,,,,,,
20900554.0,EJTamlyn,7.0,2014-03-03T17:47:38Z,"['*', 'user']",,unknown,,,,,,,,,,,,
,79.20.66.23,,,,,,,,,,,,,,,,,
7685307.0,Trikita,36.0,2008-08-20T16:44:00Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
14474357.0,4ProfDigory,10.0,2011-04-27T20:40:56Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,199.7.137.211,,,,,,,,,,,,,,,,,
,46.251.115.238,,,,,,,,,,,,,,,,,
,106.69.87.56,,,,,,,,,,,,,,,,,
7095889.0,Raayen,1999.0,2008-05-13T08:46:14Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,71.191.189.195,,,,,,,,,,,,,,,,,
,103.16.180.137,,,,,,,,,,,,,,,,,
,96.248.226.224,,,,,,,,,,,,,,,,,
7258448.0,Voyageur,93.0,2008-06-06T12:58:34Z,"['*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,23.91.239.154,,,,,,,,,,,,,,,,,
21810278.0,Faggt,1.0,2014-07-11T20:28:27Z,"['*', 'user']",,unknown,,5145584.0,Daniel Case,163732.0,{{uw-vaublock}},2014-07-12T02:26:35Z,infinite,,,"02:26, 12 July 2014",,
,80.77.39.138,,,,,,,,,,,,,,,,,
,24.197.150.207,,,,,,,,,,,,,,,,,
,89.204.138.77,,,,,,,,,,,,,,,,,
,97.116.73.93,,,,,,,,,,,,,,,,,
,217.118.81.22,,,,,,,,,,,,,,,,,
,50.139.189.20,,,,,,,,,,,,,,,,,
,86.143.216.39,,,,,,,,,,,,,,,,,
21320295.0,Hacted,6.0,2014-05-03T13:05:50Z,"['*', 'user']",,unknown,,,,,,,,,,,,
2090713.0,Glen,27577.0,2006-08-27T05:01:22Z,"['sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
28554354.0,Vladimir Skokan1,407.0,2016-06-13T14:07:26Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,16925763.0,Yamla,128551.0,[[WP:Disruptive editing|Disruptive editing]]: Antisemitism,2022-11-04T16:31:38Z,infinite,,,"16:31, 4 November 2022",,
,68.39.174.205,,,,,,,,,,,,,,,,,
157515.0,WikiEditor2004,51646.0,2004-12-26T02:33:31Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,85.202.152.211,,,,,,,,,,,,,,,,,
,76.106.103.106,,,,,,,,,,,,,,,,,
4060348.0,Ostap R,5021.0,2007-04-08T00:32:19Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,76.71.78.99,,,,,,,,,,,,,,,,,
4495930.0,Techman224,11403.0,2007-05-26T20:10:03Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,142.33.132.44,,,,,,,,,,,,,,,,,
7723863.0,Piano non troppo,53873.0,2008-08-26T22:55:52Z,"['rollbacker', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
4780621.0,Richard David Ramsey,16510.0,2007-07-03T18:52:25Z,"['reviewer', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
4091503.0,Drianmcdonald,482.0,2007-04-11T12:05:52Z,"['*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
131285.0,Goodoldpolonius2,4037.0,2004-11-08T18:37:20Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,85.202.155.245,,,,,,,,,,,,,,,,,
506218.0,Brianski,3417.0,2005-10-17T05:00:00Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,155.246.121.113,,,,,,,,,,,,,,,,,
5178248.0,Senzangakhona,103.0,2007-08-26T08:46:10Z,"['*', 'user', 'autoconfirmed']",,unknown,,755998.0,Seb26,3393108.0,"Abusing [[Wikipedia:Sock puppetry|sock puppet]] accounts: Checkuser confirmed sockpuppet of Jack.Hartford, see [[Wikipedia:Requests for checkuser/Case/Blodhol|case]]",2008-01-20T21:48:17Z,infinite,,,"21:48, 20 January 2008",,
38496.0,MaGioZal,4964.0,2004-01-16T04:31:47Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,173.163.123.30,,,,,,,,,,,,,,,,,
19183336.0,PLNR,1365.0,2013-06-13T21:05:17Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
8563348.0,Iceiggle,80.0,2008-12-20T05:02:49Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,46.39.35.86,,,,,,,,,,,,,,,,,
,72.37.249.132,,,,,,,,,,,,,,,,,
,173.70.207.122,,,,,,,,,,,,,,,,,
,217.99.109.240,,,,,,,,,,,,,,,,,
,216.170.243.128,,,,,,,,,,,,,,,,,
97681.0,David Crawshaw,114.0,2004-08-29T02:35:04Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
450269.0,Raedwulf16,170.0,2005-09-24T07:32:21Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
73646.0,Davidstrauss,1303.0,2004-06-03T07:48:57Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
9185248.0,Sinfulcheeze,1.0,2009-03-11T00:47:50Z,"['*', 'user']",,unknown,,1349223.0,Alex Bakharev,294809.0,[[WP:Vandalism-only account|Vandalism-only account]],2009-03-11T03:47:51Z,infinite,,,"03:47, 11 March 2009",,
272035.0,Ismail,6525.0,2005-05-19T03:12:20Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
7798562.0,Knowledgekid87,99325.0,2008-09-06T19:13:07Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,188.2.93.233,,,,,,,,,,,,,,,,,
21198380.0,Ranothil,105.0,2014-04-15T20:46:27Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,212.76.39.4,,,,,,,,,,,,,,,,,
,193.111.250.243,,,,,,,,,,,,,,,,,
112114.0,Pearle,109696.0,2004-10-01T02:10:41Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,195.68.232.103,,,,,,,,,,,,,,,,,
,213.138.112.22,,,,,,,,,,,,,,,,,
418082.0,Horloriz,6.0,2005-09-05T02:41:53Z,"['*', 'user']",,unknown,,,,,,,,,,,,
496788.0,Andrew Alexander,1008.0,2005-10-14T01:53:10Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
8574593.0,RibotBOT,69737.0,2008-12-22T11:18:15Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,70.81.186.161,,,,,,,,,,,,,,,,,
157842.0,Mahagaja,92900.0,2003-01-04T00:03:38Z,"['sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
293907.0,Gaius Cornelius,169504.0,2005-06-10T20:11:58Z,"['sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,69.8.45.186,,,,,,,,,,,,,,,,,
5202324.0,Mild Bill Hiccup,175683.0,2007-08-29T16:52:45Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,62.16.4.21,,,,,,,,,,,,,,,,,
,68.225.189.99,,,,,,,,,,,,,,,,,
,194.183.32.21,,,,,,,,,,,,,,,,,
3813685.0,AlleborgoBot,94853.0,2007-03-12T12:44:51Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
743015.0,SashatoBot,44607.0,2006-01-01T17:48:26Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
92123.0,MBisanz,126668.0,2005-07-21T04:03:19Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,141.20.150.230,,,,,,,,,,,,,,,,,
,202.4.81.78,,,,,,,,,,,,,,,,,
889851.0,Ryulong,218132.0,2006-02-06T06:45:32Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,5514392.0,Callanecc,10440891.0,[[WP:Arbitration enforcement|Arbitration enforcement]]: [[Wikipedia:Arbitration/Requests/Case/GamerGate#Ryulong banned|Arbitration Committee decision]],2015-01-29T00:46:43Z,infinite,,,"00:46, 29 January 2015",,
94945.0,Triona,8009.0,2004-08-19T07:22:02Z,"['reviewer', 'rollbacker', '*', 'user', 'autoconfirmed']",,female,,,,,,,,,,,,
,178.155.235.207,,,,,,,,,,,,,,,,,
36772133.0,Kamenog,16.0,2019-06-19T13:04:33Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,141.214.17.242,,,,,,,,,,,,,,,,,
1071371.0,G Ranzini,3.0,2006-03-12T17:37:04Z,"['*', 'user', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
5870361.0,BOTarate,33597.0,2007-11-22T18:41:18Z,"['bot', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
7276757.0,Gregorybean,669.0,2008-06-09T16:06:41Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,78.25.13.193,,,,,,,,,,,,,,,,,
10096893.0,Fartherred,3065.0,2009-07-12T12:42:15Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,91.48.212.187,,,,,,,,,,,,,,,,,
10267.0,Alex756,5885.0,2003-04-21T04:55:19Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,134.84.86.55,,,,,,,,,,,,,,,,,
347689.0,Engineer Bob,7349.0,2005-07-23T22:36:35Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
,203.41.14.60,,,,,,,,,,,,,,,,,
,210.18.215.146,,,,,,,,,,,,,,,,,
13800.0,RickK,36836.0,2002-06-26T20:56:09Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,988769.0,Fox,5019622.0,Compromised,2008-07-16T15:36:29Z,infinite,,,"15:36, 16 July 2008",,
75443.0,Ornil,855.0,2004-06-12T17:20:25Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
159678.0,Woohookitty,611266.0,2004-12-29T22:05:43Z,"['sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
6917606.0,LaaknorBot,122478.0,2008-04-17T20:35:28Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
7573478.0,1oddbins1,2753.0,2008-08-01T03:18:18Z,"['*', 'user', 'autoconfirmed']",,unknown,,1163018.0,Lar,291765.0,abusing multiple accounts,2008-10-05T01:21:43Z,infinite,,,"01:21, 5 October 2008",,
,99.225.193.121,,,,,,,,,,,,,,,,,
18240572.0,Changeful,170.0,2013-01-11T20:31:15Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
977555.0,Johanneum,1935.0,2006-02-23T03:21:29Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
15527667.0,Ernio48,13806.0,2011-10-14T16:23:50Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,8471526.0,Beeblebrox,4915101.0,"[[WP:Disruptive editing|Disruptive editing]], long term problems with editing, obvious nazi trolling in some areas",2018-07-13T21:03:04Z,infinite,,,"21:03, 13 July 2018",,
,93.175.2.76,,,,,,,,,,,,,,,,,
2514576.0,Ans-mo,6098.0,2006-10-18T11:03:31Z,"['extendedconfirmed', 'reviewer', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
2212508.0,RedPatch,63628.0,2006-09-11T23:47:29Z,"['autoreviewer', 'extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,212.76.33.69,,,,,,,,,,,,,,,,,
,67.102.96.47,,,,,,,,,,,,,,,,,
1783655.0,Boguslavmandzyuk,6749.0,2006-07-13T01:10:30Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
85441.0,Bogatyr~enwiki,463.0,2004-07-11T14:58:12Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,80.229.156.224,,,,,,,,,,,,,,,,,
1680593.0,Camptown,9798.0,2006-06-25T12:36:14Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
1591.0,SimonP,113232.0,2001-12-10T07:20:31Z,"['sysop', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
,69.228.132.158,,,,,,,,,,,,,,,,,
,82.126.103.15,,,,,,,,,,,,,,,,,
555168.0,Andersbr~enwiki,27.0,2005-11-05T10:42:26Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
14911683.0,Didier9,8.0,2011-07-08T22:38:14Z,"['*', 'user']",,unknown,,,,,,,,,,,,
,88.105.201.162,,,,,,,,,,,,,,,,,
11112747.0,Beyond My Ken,267553.0,2009-11-27T22:15:54Z,"['autoreviewer', 'extendedconfirmed', 'extendedmover', 'filemover', 'patroller', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
,109.76.120.200,,,,,,,,,,,,,,,,,
33809544.0,VJFlow2018,732.0,2018-05-20T21:56:20Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
155237.0,Lkinkade,2587.0,2004-12-21T13:55:32Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
2333305.0,Qe2,182.0,2006-09-26T18:06:50Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
332641.0,GnatsFriend,140.0,2005-07-14T03:46:28Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
629503.0,JonHarder,36355.0,2005-12-02T15:51:36Z,"['extendedconfirmed', 'rollbacker', '*', 'user', 'autoconfirmed']",,male,,,,,,,,,,,,
8337592.0,AuthorityTam,3283.0,2008-11-17T14:49:16Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
7178666.0,Lightbot,791863.0,2008-05-25T14:08:28Z,"['*', 'user', 'autoconfirmed']",,unknown,,3616804.0,Hesperian,111359.0,Unapproved functionality — mass rollout of convert template against pre-converted units — with inaccurate edit summaries,2011-10-05T00:06:11Z,infinite,,,"00:06, 5 October 2011",,
,83.148.84.117,,,,,,,,,,,,,,,,,
,141.197.10.191,,,,,,,,,,,,,,,,,
35339920.0,AndriiDr,4320.0,2018-12-09T05:17:44Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,68.148.110.187,,,,,,,,,,,,,,,,,
,172.188.84.222,,,,,,,,,,,,,,,,,
,172.188.244.74,,,,,,,,,,,,,,,,,
949285.0,Htplus,110.0,2006-02-17T15:54:14Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
1004080.0,Buckyboy314,425.0,2006-02-28T05:23:36Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
101935.0,Cmdrjameson,35224.0,2004-09-07T14:37:29Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
614280.0,DéRahier,3573.0,2005-11-27T22:19:51Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,male,,,,,,,,,,,,
158241.0,Kelly Martin,17726.0,2004-12-27T18:51:08Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
49010.0,Mboverload,39898.0,2004-04-11T07:31:24Z,"['extendedconfirmed', 'reviewer', 'rollbacker', '*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
1931351.0,Truthseeker 85.5,212.0,2006-08-04T08:03:29Z,"['*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,69.209.168.12,,,,,,,,,,,,,,,,,
,219.166.46.101,,,,,,,,,,,,,,,,,
35498457.0,Maxeto0910,124131.0,2018-12-31T10:03:52Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
19090830.0,YiFeiBot,42666.0,2013-05-28T10:58:22Z,"['bot', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,84.72.114.97,,,,,,,,,,,,,,,,,
247417.0,Sonitus,1191.0,2005-04-24T06:18:54Z,"['extendedconfirmed', '*', 'user', 'autoconfirmed']",,unknown,,,,,,,,,,,,
,64.207.0.66,,,,,,,,,,,,,,,,,
2179270.0,Dc76,9756.0,2006-09-07T17:25:51Z,"['*', 'user', 'autoconfirmed', 'oathauth-twofactorauth']",,unknown,,,,,,,,,,,,
